chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	blockCount	blockSizes	chromStarts	lrtAllPValue	lrtAllIsFdr	lrtPrimateBrPValue	lrtPrimateBrIsFdr	lrtPrimateClPValue	lrtPrimateClIsFdr	lrtRodentBrPValue	lrtRodentBrIsFdr	lrtRodentClPValue	lrtRodentClIsFdr	lrtHumanPValue	lrtHumanIsFdr	lrtChimpPValue	lrtChimpIsFdr	lrtHominidPValue	lrtHominidIsFdr	lrtMacaquePValue	lrtMacaqueIsFdr	bestHist	bestHistPP	nextBestHist	nextBestHistPP
chr19	60586908	60587439	vegaGene.OTTHUMT00000151812.1	400	-	60586908	60587439	255	1	531,	0,	0.08071	0	0.476298	0	1	0	0.0128032	0	0.246009	0	1	0	1	0	0.484823	0	1	0	0	0	0	0
chr19	57847936	57850626	vegaGene.OTTHUMT00000151811.1.inc	400	-	57847936	57850626	255	2	1532,1,	0,2689,	0.04189	0	2	0	2	0	2	0	2	0	1	0	0.443111	0	2	0	2	0	0	0	0	0
chr19	53377608	53391632	vegaGene.OTTHUMT00000151809.1.inc	0	+	53377608	53391632	0	2	228,1911,	0,12113,	0.23485	0	2	0	1	0	2	0	2	0	2	0	2	0	2	0	0.212738	0	0	0	0	0
chr19	50928890	50959216	vegaGene.OTTHUMT00000151807.1	0	+	50928890	50959216	0	12	57,90,112,138,246,109,101,156,182,245,90,202,	0,11439,16882,19858,20686,22177,23384,25085,27893,28146,29545,30124,	0.24975	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr19	44091715	44093384	vegaGene.OTTHUMT00000151802.1	0	-	44091715	44093384	0	2	90,342,	0,1327,	1	0	0.297566	0	1	0	0.104568	0	0.0582691	0	2	0	2	0	2	0	1	0	0	0	0	0
chr19	42074362	42091177	vegaGene.OTTHUMT00000151796.1.inc	0	-	42074362	42091177	0	3	851,96,103,	0,16308,16712,	0.22659	0	2	0	0.290621	0	2	0	2	0	2	0	2	0	2	0	0.318971	0	0	0	0	0
chr19	2226783	2230089	vegaGene.OTTHUMT00000151783.1.inc	400	-	2226783	2230089	255	2	705,141,	0,3165,	0.03176	0	2	0	1	0	2	0	2	0	0.499023	0	0.498872	0	2	0	2	0	0	0	0	0
chr19	4842057	4853837	vegaGene.OTTHUMT00000151767.1	400	-	4842057	4853837	255	3	528,206,253,	0,5625,11527,	0.00635	0	2	0	0.287257	0	2	0	2	0	1	0	0.366497	0	2	0	2	0	0	0	0	0
chr19	61409094	61412381	vegaGene.OTTHUMT00000151765.1	400	+	61409094	61412381	255	4	384,204,151,752,	0,1145,2120,2535,	0.01193	0	2	0	2	0	2	0	2	0	1	0	0.499436	0	2	0	2	0	0	0	0	0
chr19	44968264	44968579	vegaGene.OTTHUMT00000151762.1.inc	0	+	44968264	44968579	0	1	315,	0,	0.44932	0	2	0	1	0	2	0	2	0	0.497966	0	0.495558	0	0.486831	0	1	0	0	0	0	0
chr19	17365628	17365931	vegaGene.OTTHUMT00000151749.1.inc	0	-	17365628	17365931	0	1	303,	0,	0.09613	0	2	0	0.488732	0	2	0	2	0	0.493114	0	1	0	0.318201	0	1	0	0	0	0	0
chr19	16779572	16787140	vegaGene.OTTHUMT00000151748.1	400	+	16779572	16787140	255	3	375,106,302,	0,4983,7266,	1	0	1	0	1	0	2	0	2	0	0.0151259	0	0.388915	0	1	0	1	0	0	0	0	0
chr19	11875378	11877913	vegaGene.OTTHUMT00000151738.1	0	+	11875378	11877913	0	3	136,61,1450,	0,341,1085,	0.32916	0	2	0	2	0	2	0	2	0	1	0	0.499023	0	2	0	2	0	0	0	0	0
chr19	10821972	10840974	vegaGene.OTTHUMT00000151710.1.inc	400	+	10821972	10840974	255	6	271,93,28,44,38,81,	0,5968,8019,9618,12873,18921,	0.29894	0	0.347401	0	0.143278	0	0.0221491	0	0.480318	0	2	0	2	0	2	0	0.0930784	0	0	0	0	0
chr19	3542531	3544286	vegaGene.OTTHUMT00000151689.1	400	+	3542531	3544286	255	1	1755,	0,	0.00441	0	2	0	2	0	2	0	2	0	0.258202	0	0.223624	0	2	0	2	0	0	0	0	0
chr19	56517149	56522942	vegaGene.OTTHUMT00000151682.1.inc	0	+	56517149	56522942	0	6	59,233,120,135,121,145,	0,1578,3262,4680,4996,5648,	0.37785	0	2	0	2	0	2	0	2	0	0.49671	0	1	0	2	0	2	0	0	0	0	0
chr19	44838441	44843000	vegaGene.OTTHUMT00000151669.1	400	+	44838441	44843000	255	4	15,77,211,126,	0,1921,2498,4433,	0.00894	0	2	0	2	0	2	0	2	0	0.168909	0	1	0	2	0	2	0	0	0	0	0
chr19	43007766	43019480	vegaGene.OTTHUMT00000151667.1	0	-	43007766	43019480	0	3	54,168,108,	0,8060,11606,	0.10936	0	2	0	0.413187	0	2	0	2	0	0.425949	0	0.185741	0	1	0	1	0	0	0	0	0
chr19	61804738	61825937	vegaGene.OTTHUMT00000151659.1	400	+	61804738	61825937	255	3	33,127,1490,	0,12253,19709,	0.01888	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr19	56528979	56535336	vegaGene.OTTHUMT00000151653.1.inc	0	-	56528979	56535336	0	6	32,114,297,279,255,256,	0,277,3324,4016,4974,6101,	0.124	0	2	0	1	0	2	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0
chr19	22831779	22832979	vegaGene.OTTHUMT00000151649.1.inc	1000	+	22831779	22832979	16711680	1	1200,	0,	0.00046	1	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	501	0.22	366	0.14
chr19	39665226	39682927	vegaGene.OTTHUMT00000151644.1.inc	0	+	39665226	39682927	0	8	160,102,68,63,131,52,69,54,	0,7894,10555,10781,11010,12104,13221,17647,	0.17515	0	2	0	1	0	0.493924	0	0.479457	0	0.494415	0	0.468268	0	2	0	2	0	0	0	0	0
chr19	48788017	48791330	vegaGene.OTTHUMT00000151641.1	0	-	48788017	48791330	0	2	1342,530,	0,2783,	1	0	2	0	1	0	2	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0
chr19	11318282	11326553	vegaGene.OTTHUMT00000151632.1	400	+	11318282	11326553	255	11	21,34,89,82,196,68,77,122,83,117,5,	0,3047,3331,3511,4201,5299,5450,6844,7185,7973,8266,	0.33321	0	2	0	0.478008	0	0.00146855	0	0.206947	0	1	0	0.321318	0	2	0	2	0	0	0	0	0
chr19	63571080	63572415	vegaGene.OTTHUMT00000151624.1.inc	0	-	63571080	63572415	0	1	1335,	0,	0.25409	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr19	2382813	2407745	vegaGene.OTTHUMT00000151615.1.inc	0	-	2382813	2407745	0	10	87,108,280,221,126,171,126,157,137,78,	0,600,2010,2479,2972,3185,6347,6559,12588,24854,	1	0	2	0	1	0	2	0	1	0	2	0	2	0	2	0	1	0	0	0	0	0
chr19	59833893	59840141	vegaGene.OTTHUMT00000151585.1	1000	+	59833893	59840141	16711680	15	3,82,36,288,303,297,303,51,51,123,76,38,53,156,147,	0,395,640,869,1304,1833,2385,3007,3340,4010,4473,4628,4926,5866,6101,	5.63828e-24	1	2	0	2	0	2	0	2	0	6.61792e-21	1	2.37486e-08	1	2	0	2	0	10	0.22	287	0.2
chr19	56196677	56197504	vegaGene.OTTHUMT00000151554.1.inc	0	-	56196677	56197504	0	2	100,29,	0,798,	0.34368	0	2	0	2	0	2	0	2	0	1	0	0.497236	0	2	0	2	0	0	0	0	0
chr19	56172603	56176839	vegaGene.OTTHUMT00000151550.1	400	-	56172603	56176839	255	4	156,137,248,5,	0,2252,2704,4231,	1	0	2	0	2	0	1	0	0.00173882	0	2	0	2	0	2	0	2	0	0	0	0	0
chr19	56273075	56277683	vegaGene.OTTHUMT00000151527.1	400	-	56273075	56277683	255	5	153,137,254,172,40,	0,808,1442,3525,4568,	0.00146	0	2	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0	0	0	0	0
chr19	358095	359361	vegaGene.OTTHUMT00000151487.1	0	-	358095	359361	0	1	1266,	0,	1	0	0.192656	0	1	0	0.443246	0	1	0	2	0	2	0	2	0	1	0	0	0	0	0
chr19	44490112	44497555	vegaGene.OTTHUMT00000151463.1	0	-	44490112	44497555	0	2	910,1145,	0,6298,	1	0	2	0	1	0	2	0	1	0	1	0	0.423973	0	1	0	0.458972	0	0	0	0	0
chr19	54792185	54819933	vegaGene.OTTHUMT00000151459.1.inc	0	+	54792185	54819933	0	9	897,667,428,117,134,473,126,98,21,	0,2155,4374,17416,17759,18630,23235,24408,27727,	1	0	0.188579	0	1	0	1	0	0.482708	0	0.405343	0	0.438782	0	0.434347	0	0.47816	0	0	0	0	0
chr19	17578138	17613227	vegaGene.OTTHUMT00000151452.1.inc	0	-	17578138	17613227	0	24	25,160,93,148,81,57,30,39,6,124,153,89,78,84,144,97,127,86,134,135,90,69,151,26,	0,3610,5433,11372,12091,12576,14363,15502,17212,18499,20303,21179,21533,22910,23815,24324,26452,26778,29694,32753,33106,33510,34181,35063,	1	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	2	0	0	0	0	0
chr19	43264150	43265008	vegaGene.OTTHUMT00000151445.1.inc	0	+	43264150	43265008	0	1	858,	0,	1	0	0.496568	0	1	0	1	0	1	0	0.49258	0	0.49323	0	0.470618	0	0.493518	0	0	0	0	0
chr19	7600719	7602442	vegaGene.OTTHUMT00000151416.1	400	+	7600719	7602442	255	4	27,87,24,84,	0,739,989,1639,	1	0	0.241615	0	0.0323318	0	0.0623089	0	1	0	0.489659	0	0.497179	0	0.153923	0	0.299966	0	0	0	0	0
chr19	20266957	20275206	vegaGene.OTTHUMT00000151412.1.inc	1000	+	20266957	20275206	16711680	4	67,96,159,191,	0,2682,7756,8058,	2.97452e-09	1	2	0	2	0	2	0	2	0	4.1966e-06	1	1.57922e-13	1	2	0	2	0	10	0.24	287	0.2
chr19	60636334	60646042	vegaGene.OTTHUMT00000151401.1	0	-	60636334	60646042	0	4	641,66,155,671,	0,5405,7455,9037,	1	0	2	0	2	0	2	0	0.429824	0	2	0	2	0	2	0	2	0	0	0	0	0
chr19	55528999	55532695	vegaGene.OTTHUMT00000151393.1.inc	1000	-	55528999	55532695	16711680	8	171,99,145,123,200,119,124,93,	0,376,898,1128,2575,3086,3394,3603,	1.18284e-05	1	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	501	0.22	366	0.14
chr19	53171780	53186337	vegaGene.OTTHUMT00000151390.1	400	-	53171780	53186337	255	3	143,132,97,	0,661,14460,	0.04507	0	2	0	0.21131	0	2	0	2	0	0.138864	0	1	0	2	0	2	0	0	0	0	0
chr19	51688654	51689515	vegaGene.OTTHUMT00000151388.1	0	-	51688654	51689515	0	1	861,	0,	1	0	2	0	0.476656	0	2	0	1	0	0.488343	0	1	0	1	0	0.482335	0	0	0	0	0
chr19	23197026	23206920	vegaGene.OTTHUMT00000151365.1	0	-	23197026	23206920	0	3	1634,96,112,	0,8881,9782,	0.24144	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr19	16097159	16097489	vegaGene.OTTHUMT00000151359.1	0	-	16097159	16097489	0	1	330,	0,	0.32514	0	2	0	2	0	2	0	2	0	1	0	0.351598	0	2	0	2	0	0	0	0	0
chr19	14060228	14060910	vegaGene.OTTHUMT00000151356.1	0	-	14060228	14060910	0	4	159,112,97,31,	0,254,463,651,	1	0	0.49046	0	1	0	1	0	0.109526	0	1	0	1	0	1	0	1	0	0	0	0	0
chr19	11213854	11224601	vegaGene.OTTHUMT00000151352.1.inc	0	-	11213854	11224601	0	12	29,94,128,154,81,150,67,86,213,130,69,143,	0,880,1079,1378,1623,3384,3633,5887,8695,9940,10303,10604,	1	0	0.477508	0	1	0	0.0908007	0	0.486264	0	2	0	2	0	2	0	1	0	0	0	0	0
chr19	63599361	63600129	vegaGene.OTTHUMT00000151343.1.inc	0	+	63599361	63600129	0	1	768,	0,	1	0	1	0	0.490493	0	0.0604042	0	1	0	2	0	2	0	2	0	1	0	0	0	0	0
chr19	62487174	62495410	vegaGene.OTTHUMT00000151337.1	0	+	62487174	62495410	0	3	26,200,1532,	0,483,6704,	1	0	2	0	2	0	2	0	2	0	0.499202	0	1	0	2	0	2	0	0	0	0	0
chr19	61447373	61450528	vegaGene.OTTHUMT00000151332.1.inc	0	+	61447373	61450528	0	4	234,204,151,614,	0,1029,2123,2541,	0.2205	0	2	0	2	0	2	0	2	0	0.497815	0	0.497966	0	2	0	2	0	0	0	0	0
chr19	60980822	60981974	vegaGene.OTTHUMT00000151331.1.inc	0	+	60980822	60981974	0	2	205,449,	0,703,	0.29175	0	2	0	1	0	2	0	2	0	0.207011	0	1	0	1	0	1	0	0	0	0	0
chr19	60817384	60819688	vegaGene.OTTHUMT00000151329.1.inc	0	+	60817384	60819688	0	1	2304,	0,	1	0	2	0	1	0	0.311274	0	0.463048	0	0.446595	0	0.497674	0	2	0	2	0	0	0	0	0
chr19	58649843	58651598	vegaGene.OTTHUMT00000151324.1.inc	1000	+	58649843	58651598	16711680	1	1755,	0,	0.00072	1	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	501	0.16	465	0.16
chr19	55680471	55680756	vegaGene.OTTHUMT00000151316.1.inc	0	+	55680471	55680756	0	1	285,	0,	0.30723	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr19	42715148	42720480	vegaGene.OTTHUMT00000151306.1.inc	0	+	42715148	42720480	0	3	76,96,842,	0,901,4490,	1	0	2	0	1	0	2	0	2	0	1	0	0.499436	0	1	0	1	0	0	0	0	0
chr19	37955548	37973313	vegaGene.OTTHUMT00000151301.1.inc	0	+	37955548	37973313	0	4	48,77,81,37,	0,653,4346,17728,	1	0	1	0	1	0	1	0	0.492022	0	0.498872	0	1	0	1	0	0.469418	0	0	0	0	0
chr19	54872349	54883314	vegaGene.OTTHUMT00000151213.1	0	+	54872349	54883314	0	10	36,102,156,64,143,88,116,151,122,84,	0,3206,4629,4915,6646,7473,7641,8812,9324,10881,	1	0	0.499202	0	1	0	1	0	0.487901	0	2	0	2	0	2	0	1	0	0	0	0	0
chr19	43567972	43569492	vegaGene.OTTHUMT00000151128.1	400	-	43567972	43569492	255	2	8,1366,	0,154,	0.01209	0	2	0	0.0338505	0	2	0	1	0	1	0	1	0	0.0398367	0	0.0467007	0	0	0	0	0
chr19	11346356	11347692	vegaGene.OTTHUMT00000151047.1	0	+	11346356	11347692	0	2	249,504,	0,832,	1	0	0.458531	0	0.405367	0	0.101872	0	0.0914031	0	1	0	1	0	1	0	0.47706	0	0	0	0	0
chr19	62593279	62603069	vegaGene.OTTHUMT00000151040.1	0	+	62593279	62603069	0	4	15,36,127,1460,	0,4088,6948,8330,	0.13902	0	2	0	2	0	2	0	2	0	1	0	0.470949	0	2	0	2	0	0	0	0	0
chr19	62568013	62568436	vegaGene.OTTHUMT00000151023.1	0	+	62568013	62568436	0	1	423,	0,	1	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr19	13903594	13904739	vegaGene.OTTHUMT00000151003.1.inc	400	-	13903594	13904739	255	3	106,149,129,	0,182,1016,	0.39088	0	0.494559	0	0.159421	0	1	0	0.150207	0	2	0	2	0	2	0	0.0224976	0	0	0	0	0
chr19	47276104	47277289	vegaGene.OTTHUMT00000150987.1	0	+	47276104	47277289	0	1	1185,	0,	1	0	0.337204	0	1	0	2	0	2	0	0.496522	0	0.46479	0	1	0	0.471412	0	0	0	0	0
chr19	63011348	63016504	vegaGene.OTTHUMT00000150983.1.inc	400	-	63011348	63016504	255	2	1007,31,	0,5125,	0.04984	0	2	0	2	0	2	0	2	0	0.208643	0	1	0	2	0	2	0	0	0	0	0
chr19	1226548	1229776	vegaGene.OTTHUMT00000150975.1	0	+	1226548	1229776	0	3	281,117,1,	0,1633,3227,	1	0	2	0	2	0	2	0	2	0	1	0	0.497674	0	2	0	2	0	0	0	0	0
chr19	13771710	13802534	vegaGene.OTTHUMT00000150927.1.inc	0	+	13771710	13802534	0	13	25,357,149,151,168,351,138,255,136,155,164,82,530,	0,4895,8939,9173,13100,14618,17319,17825,19460,23449,25653,28748,30294,	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0.498872	0	0	0	0	0
chr19	19766492	19777933	vegaGene.OTTHUMT00000150773.1.inc	0	-	19766492	19777933	0	2	977,94,	0,11347,	1	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr19	44573902	44580179	vegaGene.OTTHUMT00000150762.1	0	+	44573902	44580179	0	4	216,59,85,243,	0,1041,2130,6034,	1	0	1	0	0.45825	0	2	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0
chr19	15591566	15601168	vegaGene.OTTHUMT00000150727.1	0	+	15591566	15601168	0	9	6,122,271,67,130,134,65,83,166,	0,2462,3348,3942,4208,8545,8774,9004,9436,	0.18107	0	2	0	2	0	2	0	2	0	1	0	1	0	2	0	2	0	0	0	0	0
chr19	15655306	15668032	vegaGene.OTTHUMT00000150722.1.inc	0	+	15655306	15668032	0	5	267,67,130,134,62,	0,1319,1571,12439,12664,	0.25488	0	2	0	0.231477	0	2	0	2	0	0.48876	0	0.49528	0	1	0	0.483575	0	0	0	0	0
chr19	46248193	46260111	vegaGene.OTTHUMT00000150713.1	400	-	46248193	46260111	255	8	182,142,188,142,177,161,163,102,	0,1575,1828,4753,6241,6997,11061,11816,	1	0	0.445223	0	0.486322	0	0.0717943	0	0.126132	0	0.40797	0	0.00616341	0	1	0	1	0	0	0	0	0
chr19	46992449	47003098	vegaGene.OTTHUMT00000150638.1	1000	+	46992449	47003098	16711680	3	64,360,110,	0,911,10539,	3.89545e-05	1	2	0	2	0	2	0	2	0	0.00528174	0	0.130719	0	2	0	2	0	511	0.31	471	0.2
chr19	3226867	3241289	vegaGene.OTTHUMT00000150548.1.inc	0	+	3226867	3241289	0	8	115,80,147,142,147,63,84,20,	0,2161,5329,6256,6482,9032,10072,14402,	1	0	2	0	1	0	1	0	1	0	0.496662	0	0.496808	0	2	0	2	0	0	0	0	0
chr19	55985890	55990116	vegaGene.OTTHUMT00000150459.1.inc	0	+	55985890	55990116	0	9	39,147,99,96,133,83,125,179,5,	0,834,1251,1420,2862,3066,3635,3964,4221,	1	0	1	0	1	0	0.465448	0	0.462059	0	0.486091	0	0.481202	0	0.435914	0	1	0	0	0	0	0
chr18	38230039	38230186	vegaGene.OTTHUMT00000148074.1	0	+	38230039	38230186	0	1	147,	0,	0.12505	0	2	0	2	0	2	0	2	0	1	0	0.227943	0	2	0	2	0	0	0	0	0
chr18	59406881	59415577	vegaGene.OTTHUMT00000148063.1	0	+	59406881	59415577	0	7	165,57,129,118,143,156,405,	0,988,3680,4186,5687,6361,8291,	0.35111	0	0.242449	0	1	0	0.228117	0	1	0	0.397662	0	0.493872	0	0.494137	0	1	0	0	0	0	0
chr18	59376579	59383663	vegaGene.OTTHUMT00000148059.1.inc	0	+	59376579	59383663	0	5	120,141,118,143,6,	0,1211,2718,5611,7078,	1	0	0.0556785	0	1	0	0.0598736	0	1	0	1	0	1	0	0.46863	0	0.229745	0	0	0	0	0
chr18	75578861	75614778	vegaGene.OTTHUMT00000148033.1	0	+	75578861	75614778	0	2	143,139,	0,35778,	1	0	0.14296	0	1	0	0.495382	0	1	0	0.495778	0	0.456578	0	1	0	0.488221	0	0	0	0	0
chr18	54159262	54159941	vegaGene.OTTHUMT00000147936.1	400	+	54159262	54159941	255	2	119,52,	0,627,	0.0085	0	0.0441184	0	1	0	1	0	0.133562	0	1	0	1	0	1	0	0.328553	0	0	0	0	0
chr18	53425694	53438804	vegaGene.OTTHUMT00000147931.1.inc	400	-	53425694	53438804	255	7	201,87,71,79,90,159,6,	0,1892,4172,6137,8176,8352,13104,	1	0	1	0	0.00333081	0	0.207665	0	1	0	0.497236	0	1	0	1	0	0.00320746	0	0	0	0	0
chr18	51093936	51279289	vegaGene.OTTHUMT00000147866.1	1000	-	51093936	51279289	16711680	6	45,106,50,130,65,42,	0,3843,74651,75166,127746,185311,	0.00029	1	1	0	1	0	1	0	7.48094e-05	1	1	0	1	0	1	0	0.34179	0	465	0.33	501	0.16
chr18	31860866	31861226	vegaGene.OTTHUMT00000147848.1.inc	0	-	31860866	31861226	0	2	170,82,	0,278,	1	0	0.493137	0	1	0	1	0	0.49241	0	1	0	1	0	1	0	1	0	0	0	0	0
chr18	31943553	31960968	vegaGene.OTTHUMT00000147826.1	400	-	31943553	31960968	255	9	153,191,81,378,106,219,170,181,789,	0,1466,2908,4504,7081,12459,13902,14927,16626,	1	0	0.458941	0	0.450891	0	1	0	1	0	0.00576278	0	0.480545	0	1	0	1	0	0	0	0	0
chr18	32001111	32008551	vegaGene.OTTHUMT00000147813.1.inc	0	+	32001111	32008551	0	4	72,134,114,106,	0,2912,3896,7334,	1	0	0.483566	0	1	0	0.462707	0	0.0598049	0	1	0	1	0	1	0	0.486977	0	0	0	0	0
chr18	29686803	30057215	vegaGene.OTTHUMT00000147803.1	0	-	29686803	30057215	0	11	194,181,114,192,180,284,133,113,112,150,264,	0,30402,90223,104484,105397,166476,240623,251205,252207,277029,370148,	0.30576	0	0.497815	0	0.492775	0	0.486206	0	1	0	0.488316	0	0.494247	0	1	0	1	0	0	0	0	0
chr18	29412580	29478900	vegaGene.OTTHUMT00000147799.1	400	+	29412580	29478900	255	3	67,83,45,	0,28975,66275,	0.02766	0	2	0	1	0	2	0	2	0	2	0	2	0	2	0	1	0	0	0	0	0
chr18	28771972	29167219	vegaGene.OTTHUMT00000147794.1	1000	-	28771972	29167219	16711680	14	81,135,150,160,146,114,162,63,184,137,96,154,143,84,	0,36536,154750,273885,277539,285095,286764,288782,307234,328905,329191,355148,385480,395163,	0.00084	1	0.00570705	0	0.0816799	0	2	0	2	0	0.497068	0	0.480759	0	0.4854	0	0.496522	0	126	0.39	8	0.26
chr18	32589182	32594676	vegaGene.OTTHUMT00000147792.1.inc	0	+	32589182	32594676	0	2	90,108,	0,5386,	1	0	1	0	1	0	0.171769	0	1	0	1	0	1	0	0.494501	0	0.369004	0	0	0	0	0
chr18	28508617	28575991	vegaGene.OTTHUMT00000147787.1	0	-	28508617	28575991	0	7	141,158,159,191,79,90,103,	0,2516,5512,5752,12498,20806,67271,	1	0	1	0	1	0	0.490662	0	0.493254	0	0.498618	0	1	0	0.492452	0	0.491651	0	0	0	0	0
chr18	27876154	27902345	vegaGene.OTTHUMT00000147758.1	0	+	27876154	27902345	0	4	80,91,108,87,	0,3448,23708,26104,	0.32859	0	1	0	1	0	1	0	1	0	1	0	1	0	0.485887	0	1	0	0	0	0	0
chr18	72220216	72283683	vegaGene.OTTHUMT00000147749.1.inc	400	-	72220216	72283683	255	2	1031,1495,	0,61972,	1	0	0.00421298	0	1	0	0.463727	0	0.498872	0	2	0	2	0	2	0	0.467891	0	0	0	0	0
chr18	20073167	20114848	vegaGene.OTTHUMT00000147725.1.inc	400	-	20073167	20114848	255	2	177,45,	0,41636,	0.00367	0	1	0	0.352188	0	2	0	2	0	0.499436	0	0.494444	0	0.495854	0	0.343616	0	0	0	0	0
chr18	19969285	19969606	vegaGene.OTTHUMT00000147712.1	400	-	19969285	19969606	255	1	321,	0,	0.01611	0	2	0	2	0	2	0	2	0	0.296513	0	0.498618	0	2	0	2	0	0	0	0	0
chr18	49983470	50004480	vegaGene.OTTHUMT00000147699.1	0	-	49983470	50004480	0	3	24,160,95,	0,1895,20915,	0.48366	0	2	0	1	0	2	0	0.0715888	0	0.499436	0	1	0	1	0	1	0	0	0	0	0
chr18	19959502	19966536	vegaGene.OTTHUMT00000147683.1	0	+	19959502	19966536	0	5	10,98,105,39,90,	0,3345,4772,6341,6944,	0.4865	0	1	0	0.473828	0	2	0	2	0	0.498618	0	1	0	1	0	1	0	0	0	0	0
chr18	19853924	19854212	vegaGene.OTTHUMT00000147680.1.inc	0	+	19853924	19854212	0	1	288,	0,	0.07039	0	2	0	2	0	2	0	2	0	1	0	0.496615	0	2	0	2	0	0	0	0	0
chr18	46956718	46957837	vegaGene.OTTHUMT00000147673.1	0	-	46956718	46957837	0	1	1119,	0,	1	0	0.49528	0	0.493469	0	0.493592	0	1	0	1	0	1	0	0.495017	0	0.491613	0	0	0	0	0
chr18	46810580	46810724	vegaGene.OTTHUMT00000147667.1	0	+	46810580	46810724	0	1	144,	0,	0.38397	0	2	0	2	0	2	0	2	0	1	0	0.418371	0	2	0	2	0	0	0	0	0
chr18	46579704	46587119	vegaGene.OTTHUMT00000147651.1	400	-	46579704	46587119	255	4	54,108,183,48,	0,699,5817,7367,	0.06612	0	0.451681	0	0.0112365	0	2	0	2	0	0.227793	0	1	0	0.0209378	0	0.498738	0	0	0	0	0
chr18	19732738	19733401	vegaGene.OTTHUMT00000147624.1.inc	0	+	19732738	19733401	0	3	72,112,152,	0,177,511,	1	0	1	0	1	0	0.052122	0	1	0	1	0	1	0	0.470705	0	1	0	0	0	0	0
chr18	46051868	46054658	vegaGene.OTTHUMT00000147613.1	0	-	46051868	46054658	0	6	40,62,132,138,300,105,	0,1176,1323,1833,2063,2685,	0.48417	0	0.491315	0	1	0	0.0742833	0	0.389901	0	0.486137	0	0.485173	0	0.499436	0	0.476291	0	0	0	0	0
chr18	46049722	46049860	vegaGene.OTTHUMT00000147608.1.inc	0	-	46049722	46049860	0	1	138,	0,	0.37155	0	2	0	2	0	2	0	2	0	0.443235	0	1	0	2	0	2	0	0	0	0	0
chr18	19435226	19453558	vegaGene.OTTHUMT00000147601.1.inc	0	-	19435226	19453558	0	4	45,99,96,66,	0,10827,16467,18266,	1	0	0.457467	0	1	0	1	0	1	0	0.472348	0	0.471893	0	0.495017	0	1	0	0	0	0	0
chr18	45577844	45583065	vegaGene.OTTHUMT00000147598.1	0	-	45577844	45583065	0	2	118,11,	0,5210,	0.3131	0	0.472706	0	1	0	0.362316	0	1	0	1	0	1	0	0.353278	0	0.497743	0	0	0	0	0
chr18	45342703	45345857	vegaGene.OTTHUMT00000147592.1.inc	400	+	45342703	45345857	255	2	70,173,	0,2981,	1	0	0.017792	0	0.124876	0	0.252241	0	0.409537	0	0.496522	0	1	0	0.0488801	0	1	0	0	0	0	0
chr18	19368410	19372511	vegaGene.OTTHUMT00000147576.1.inc	0	-	19368410	19372511	0	4	111,232,204,8,	0,1020,2224,4093,	1	0	1	0	1	0	0.17747	0	0.492389	0	0.419265	0	0.488007	0	1	0	0.494738	0	0	0	0	0
chr18	19361764	19364565	vegaGene.OTTHUMT00000147569.1.inc	0	+	19361764	19364565	0	6	99,120,78,105,69,93,	0,1376,1832,2225,2426,2708,	1	0	1	0	0.48475	0	0.468899	0	1	0	1	0	0.491594	0	0.470835	0	1	0	0	0	0	0
chr18	19287431	19298178	vegaGene.OTTHUMT00000147559.1.inc	0	+	19287431	19298178	0	4	33,116,98,11,	0,9494,10545,10736,	1	0	1	0	0.0641495	0	0.493924	0	0.482772	0	0.49241	0	0.476594	0	0.436067	0	0.498738	0	0	0	0	0
chr18	19218995	19271814	vegaGene.OTTHUMT00000147555.1	0	-	19218995	19271814	0	4	34,78,47,72,	0,36333,45597,52747,	0.43619	0	0.458791	0	1	0	0.170824	0	0.325744	0	1	0	0.497123	0	0.498872	0	1	0	0	0	0	0
chr18	23843732	23847854	vegaGene.OTTHUMT00000147526.1.inc	0	-	23843732	23847854	0	3	102,147,210,	0,2075,3912,	0.32535	0	0.489644	0	1	0	1	0	1	0	0.493207	0	0.492002	0	0.493067	0	0.482902	0	0	0	0	0
